timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
84.6045,-1.6888,0.0810,-18.5186,-5.5439,0.0000,-0.0000,-194.3334,34.4377,-19.6385,1489,1510,0.2742,0.0773,0.0317,9.9014,-5.0110,-1.1418,1.2742,-0.0466,0.0149,10.2012,-6.0767,-0.9411,1.5863
84.6236,-1.7869,0.0545,-18.4888,-7.7271,0.0000,-0.0000,-205.6239,36.4179,-25.9657,1485,1514,0.3426,0.0127,-0.0665,9.8033,-7.3164,-0.9357,1.4421,0.0611,-0.1599,10.0575,-8.1377,-1.2999,1.6016
84.6425,-1.9472,0.0473,-18.4607,-8.9904,0.0000,-0.0000,-224.0608,39.6419,-38.0109,1479,1520,0.4604,-0.0352,-0.2676,9.9158,-8.6294,-0.8670,1.5414,-0.0442,-0.3562,9.9570,-9.3515,-0.5900,1.3879
84.6618,-2.1545,0.0501,-18.4365,-10.7385,-1.3474,-19.5682,-191.5567,43.8090,-46.4511,1474,1525,0.6149,-0.0759,-0.3251,9.7937,-10.4767,-0.5235,1.2284,0.0635,-0.7082,10.0049,-11.0003,-0.8190,1.2276
84.6803,-2.4312,0.0054,-18.4133,-9.8263,-3.6919,-34.0468,-181.7038,49.3682,-60.7023,1466,1533,0.8034,0.0582,-0.8494,10.2270,-10.1713,-1.6685,1.1368,-0.0969,-0.5166,9.9259,-9.4813,-1.8419,1.2352
84.6988,-2.6579,-0.0426,-18.3975,-10.7996,-5.8328,-46.7256,-171.2785,53.9291,-74.2501,1459,1540,0.9910,0.2210,-0.5358,9.6788,-9.8813,-0.5540,0.7169,0.1090,-0.5861,9.6505,-11.7179,0.5398,0.9756
84.7173,-2.9360,-0.0622,-18.3703,-12.9942,-6.9357,-57.7857,-171.4303,59.5210,-77.7610,1457,1542,1.0000,0.1468,-0.6052,9.4513,-12.8431,0.7666,0.5643,-0.0921,-0.7584,9.6410,-13.1454,0.2039,2.5253
84.7358,-3.2465,-0.0339,-18.3627,-9.8645,-7.3750,-23.7536,-305.1731,65.7633,-118.3301,1434,1565,1.0000,-0.2172,-1.1511,10.2989,-10.8355,-0.7449,0.4421,-0.3124,-1.0218,9.6864,-8.8935,-1.3839,0.2352
84.7543,-3.4880,-0.0335,-18.3617,-7.1355,-7.3391,1.9457,-406.9794,70.6284,-149.2684,1417,1582,1.0000,-0.0807,-1.0864,9.9804,-7.2858,-1.3861,0.0452,-0.0107,-1.1128,10.0552,-6.9851,-0.4679,-0.0625
84.7727,-3.7099,-0.0413,-18.3670,-6.0171,-7.1408,10.7632,-457.9047,75.1026,-165.7646,1408,1591,1.0000,-0.0280,-1.1080,9.7434,-6.3316,-0.5846,-0.2602,-0.1041,-1.1271,9.5332,-5.7026,-1.0785,-0.4518
84.7911,-3.9064,-0.0534,-18.3794,-2.4599,-6.4387,38.1914,-559.5126,79.0719,-196.1995,1392,1607,1.0000,-0.1190,-1.3666,9.9900,-3.5530,-2.1724,-0.6342,-0.3220,-1.3402,9.4279,-1.3668,-1.9946,-1.0320
84.8095,-3.9994,-0.0407,-18.4166,3.4790,-3.5583,58.0000,-627.2681,80.9726,-216.1214,1381,1618,1.0000,-0.1070,-1.4695,10.2845,2.7218,-1.1113,-1.0998,-0.3172,-1.4551,9.2603,4.2363,0.1810,-3.1694
84.8279,-3.9467,0.0459,-18.4403,5.1775,-0.1928,4.6406,-467.5214,79.9569,-170.8844,1406,1593,1.0000,-0.4566,-0.8710,9.6069,5.5233,0.1406,-1.2602,-0.5494,-0.7656,9.4997,4.8317,-1.7350,-1.4518
84.8463,-3.7326,0.1157,-18.4605,5.8531,0.0000,0.0000,-429.5249,75.7135,-158.1237,1413,1586,1.0000,-0.4949,-0.1718,9.6931,5.5310,-1.9510,-1.2067,-0.9301,-0.4424,10.0935,6.1752,-2.0098,-1.3068
84.8648,-3.4604,0.1378,-18.4791,10.2233,0.0000,0.0000,-398.1960,70.3033,-146.6465,1419,1580,1.0000,-0.1645,-0.2413,9.7003,9.7676,-0.8747,-0.9548,-0.1424,-0.5334,9.3441,10.6790,0.0512,-1.1694
84.8833,-3.1983,0.2189,-18.4985,11.0058,0.0000,0.0000,-368.0337,65.0932,-135.5960,1425,1574,1.0000,-0.2650,-0.3155,9.6979,11.0500,0.6292,-0.8250,-0.4728,-0.2987,9.3177,10.9615,2.6772,-1.1847
84.9017,-2.9834,0.1879,-18.5191,10.1050,0.0000,0.0000,-343.3034,60.8249,-126.5114,1430,1569,0.9998,0.0989,-0.4161,9.8224,10.3554,-0.8289,-1.0235,-0.4489,-0.4544,10.1988,9.8546,0.6772,-1.2763
84.9201,-2.8157,0.2491,-18.5380,9.2157,0.5718,8.0097,-347.0702,57.4986,-122.9172,1432,1567,0.9761,-0.4183,-0.5310,10.0116,8.8439,-1.4395,-0.9777,-0.2430,-0.3802,9.5859,9.5874,-0.4373,-1.2152
