timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
108.6257,2.6424,1.3041,146.1268,0.6296,0.0000,0.0000,304.0652,-55.7151,103.4514,1500,1500,0.9155,-0.1894,0.4047,9.8972,0.4166,-0.0493,-0.3991,-0.2177,0.4135,9.7358,0.8426,0.3229,-0.2629
108.6455,2.6652,1.3098,146.1162,1.7402,0.0000,0.0000,306.6852,-56.1971,105.4578,1500,1500,0.9253,-0.2373,0.4071,9.9116,1.6150,0.0576,-0.5213,-0.2393,0.4350,9.8507,1.8655,0.2084,-0.5377
108.6644,2.6859,1.3075,146.1035,3.0189,0.0000,0.0000,309.0650,-56.6376,107.2466,1500,1500,0.9337,-0.2109,0.2922,9.8517,2.8211,-0.0493,-0.6663,-0.0645,0.4230,9.8411,3.2166,0.1626,-0.5911
108.6839,2.7536,1.3148,146.0868,4.0418,0.0000,0.0000,316.8641,-58.0206,112.8133,1500,1500,0.9582,-0.2420,0.4191,9.9403,3.9127,-0.0111,-0.9716,-0.2848,0.3847,9.8603,4.1708,0.3229,-0.7209
108.7024,2.8322,1.3122,146.0688,4.3853,0.0000,0.0000,325.9025,-59.6198,118.6487,1500,1500,0.9801,-0.1750,0.4694,9.9666,4.4776,0.2561,-1.0480,-0.2010,0.4182,9.8052,4.2929,0.6054,-0.9270
108.7210,2.9161,1.3206,146.0483,4.3471,0.0000,0.0000,335.5603,-61.3275,123.9813,1500,1500,0.9949,-0.1918,0.5125,9.9427,4.3097,0.6683,-1.1625,-0.3063,0.3488,9.8363,4.3845,0.9107,-1.1407
108.7396,2.9862,1.3309,146.0253,4.4616,0.0000,0.0000,343.6237,-62.7587,127.5758,1500,1500,0.9999,-0.2133,0.4478,9.8828,4.6608,0.4698,-1.2923,-0.1938,0.3656,9.8196,4.2624,0.8802,-1.2247
108.7580,3.0657,1.3483,146.0000,4.6677,0.0000,0.0000,352.7798,-64.3807,130.9687,1500,1500,1.0000,-0.2301,0.4885,9.9259,4.6608,0.6912,-1.4449,-0.1315,0.5044,9.8555,4.6746,1.1168,-1.3621
108.7765,3.1399,1.3602,145.9754,4.4731,0.0000,0.0000,361.3079,-65.8943,134.1133,1500,1500,1.0000,-0.1654,0.4837,9.7392,4.6532,1.3477,-1.4907,-0.1603,0.5403,9.7430,4.2929,1.3000,-1.2934
108.7950,3.2039,1.3671,145.9495,3.9883,0.0029,0.0085,368.6518,-67.2069,136.8260,1500,1500,1.0000,-0.1726,0.4909,9.7559,4.3021,1.0271,-1.4678,-0.1650,0.5810,9.8172,3.6746,0.9565,-1.4232
108.8134,3.2762,1.3593,145.9228,3.0532,0.0029,-0.0000,377.0030,-68.6868,139.9042,1500,1500,1.0000,-0.1295,0.6346,9.9235,3.4318,0.6301,-1.5365,-0.1770,0.6002,9.7142,2.6746,0.8268,-1.4919
108.8319,3.3313,1.3614,145.8943,2.3357,0.0000,-0.0000,383.3390,-69.8213,142.2456,1500,1500,1.0000,-0.1870,0.6226,9.8493,2.5005,0.5996,-1.6205,-0.1794,0.5787,9.7047,2.1708,0.5443,-1.5529
108.8504,3.3654,1.3418,145.8665,1.4349,0.0000,-0.0000,387.2592,-70.5363,143.7007,1500,1500,1.0000,-0.0888,0.6034,9.7296,1.5921,0.4240,-1.6358,-0.1076,0.6289,9.6975,1.2777,0.6206,-1.4613
108.8689,3.3847,1.3200,145.8196,0.2631,0.0000,-0.0000,389.4872,-70.9574,144.5351,1500,1500,1.0000,-0.0314,0.6561,9.9307,0.5616,0.6606,-1.8113,-0.1483,0.6720,9.7980,-0.0353,1.2848,-3.4766
