timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
0.0101,0.0108,0.0063,-0.0007,1.0257,0.0000,0.0000,1.0313,-0.2152,0.0000,1500,1500,0.0000,-0.0336,0.0037,9.8049,2.0514,0.4906,-0.1365,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.0293,0.0204,0.0150,-0.0035,1.3348,0.0000,0.0000,1.9580,-0.4086,0.0000,1500,1500,0.0000,-0.0168,-0.0705,9.7618,2.6697,0.5441,-0.2968,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.0485,0.0516,0.0914,-0.0074,1.1516,0.0000,0.0000,4.9444,-1.0318,0.0000,1500,1500,0.0000,-0.3113,0.0444,9.7187,2.3033,0.8342,-0.4037,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.0674,0.0634,0.1539,-0.0098,0.3845,0.0000,-0.0000,6.0807,-1.2689,0.0000,1500,1500,0.0000,-0.3209,0.0301,9.7977,0.7689,-0.3872,-0.2510,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.0865,0.0825,0.1610,-0.0107,-0.2491,0.0000,-0.0000,7.9138,-1.6514,0.0000,1500,1500,0.0000,-0.0671,0.1210,9.8671,-0.4982,-0.1735,-0.1060,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.1054,0.0735,0.1600,-0.0082,-0.1652,0.0000,-0.0000,7.0477,-1.4707,0.0000,1500,1500,0.0000,-0.0000,-0.0130,9.8959,-0.3303,0.5365,0.2605,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.1242,0.1188,0.1999,-0.0051,-0.2873,0.0000,-0.0000,11.3879,-2.3764,0.0000,1500,1500,0.0000,-0.1748,0.2384,9.3955,-0.5746,0.7197,0.3215,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.1425,0.1231,0.2611,-0.0038,-0.4934,0.0000,-0.0000,11.8057,-2.4636,0.0000,1500,1500,0.0000,-0.3472,0.0827,9.5894,-0.9868,-0.6468,0.1307,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.1608,0.1177,0.2753,-0.0012,-1.2300,0.0000,-0.0000,11.2869,-2.3553,0.0000,1500,1500,0.0000,-0.2083,0.1019,9.6971,-2.4601,-2.2193,0.2834,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.1790,0.1029,0.2423,0.0012,-1.8980,0.0000,-0.0000,9.8664,-2.0589,0.0000,1500,1500,0.0000,0.0574,0.1139,9.6852,-3.7960,-1.1887,0.2528,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.1973,0.0320,0.2465,0.0034,-1.8484,0.0000,-0.0000,3.0715,-0.6409,0.0000,1500,1500,0.0000,-0.0719,-0.1567,9.7139,-3.6967,-0.2422,0.2605,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.2156,-0.0683,0.2643,0.0049,-1.4934,0.0000,-0.0000,-6.5465,1.3661,-0.0000,1500,1500,0.0000,-0.1916,-0.3410,9.7043,-2.9868,-1.4865,0.2070,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.2338,-0.1443,0.2718,0.0072,-1.3751,0.0000,-0.0000,-13.8341,2.8868,-0.0000,1500,1500,0.0000,-0.1197,-0.2549,9.7498,-2.7502,-0.8834,0.2757,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.2520,-0.1982,0.2053,0.0106,-1.9896,0.0000,-0.0000,-19.0093,3.9668,-0.0000,1500,1500,0.0000,0.1532,-0.1088,9.6971,-3.9792,-2.6620,0.3673,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.2702,-0.2617,0.1080,0.0152,-2.0697,0.0000,-0.0000,-25.0919,5.2360,-0.0000,1500,1500,0.0000,0.3663,-0.1591,9.8456,-4.1395,-1.5246,0.5047,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.2884,-0.3569,0.0594,0.0183,-1.3178,0.0000,-0.0000,-34.2282,7.1426,-0.0000,1500,1500,0.0000,0.2130,-0.3889,9.8025,-2.6356,-0.0437,0.3521,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.3070,-0.4037,0.0546,0.0227,-0.6766,0.0000,0.0000,-38.7099,8.0778,-0.0000,1500,1500,0.0000,0.0407,-0.2237,9.8671,-1.3532,0.6433,0.4818,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.3264,-0.3984,0.0773,0.0266,-0.7682,0.0000,0.0000,-38.2033,7.9721,-0.0000,1500,1500,0.0000,-0.1078,0.0205,9.8552,-1.5364,0.1013,0.3979,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.3457,-0.4048,0.0637,0.0317,-1.0621,0.0000,-0.0000,-38.8196,8.1007,-0.0000,1500,1500,0.0000,0.0191,-0.0059,9.7690,-2.1242,-0.6544,0.5200,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.3649,-0.4157,0.0540,0.0373,-0.7873,0.0000,0.0000,-39.8610,8.3180,-0.0000,1500,1500,0.0000,0.0167,-0.0513,9.7905,-1.5746,-0.3796,0.5887,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.3834,-0.4328,0.0526,0.0413,-0.2377,0.0000,0.0000,-41.5052,8.6611,-0.0000,1500,1500,0.0000,0.0167,-0.1327,9.8097,-0.4753,0.4448,0.4284,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.4024,-0.4385,0.0750,0.0455,-1.2644,0.0000,-0.0000,-42.0522,8.7752,-0.0000,1500,1500,0.0000,-0.1030,0.0085,9.8288,-2.5288,0.2158,0.4437,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.4220,-0.4539,0.0843,0.0479,-0.6423,0.0000,0.0000,-43.5250,9.0826,-0.0000,1500,1500,0.0000,-0.0982,-0.0897,9.8815,-1.2845,-0.9826,0.2452,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.4413,-0.5173,0.0420,0.0507,-0.3865,0.0000,0.0000,-49.6017,10.3506,-0.0000,1500,1500,0.0000,0.1412,-0.3339,9.8839,-0.7731,-0.8223,0.2834,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.4602,-0.5500,-0.0062,0.0496,-0.0888,0.0000,0.0000,-52.7426,11.0060,-0.0000,1500,1500,0.0000,0.2466,-0.2357,9.8647,-0.1776,0.6662,-0.1060,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.4788,-0.5667,-0.0250,0.0487,0.3272,0.0000,0.0000,-54.3408,11.3395,-0.0000,1500,1500,0.0000,0.1101,-0.2046,9.8887,0.6544,0.4525,-0.0983,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.4978,-0.5645,-0.0767,0.0462,0.3425,0.0000,0.0000,-54.1321,11.2960,-0.0000,1500,1500,0.0000,0.2418,-0.1208,9.9605,0.6850,-0.0742,-0.2586,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.5172,-0.5612,-0.0866,0.0449,0.2700,0.0000,0.0000,-53.8185,11.2306,-0.0000,1500,1500,0.0000,0.0718,-0.1088,9.9318,0.5399,0.2922,-0.1365,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.5367,-0.5730,-0.1274,0.0414,0.6020,0.0000,0.0000,-54.9471,11.4661,-0.0000,1500,1500,0.0000,0.2298,-0.2046,9.8695,1.2040,0.7120,-0.3502,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.5556,-0.5615,-0.1419,0.0388,1.0257,0.0000,0.0000,-53.8464,11.2364,-0.0000,1500,1500,0.0000,0.1747,-0.1375,9.8719,2.0514,1.9334,-0.2586,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.5741,-0.5596,-0.1357,0.0347,1.1822,0.0000,0.0000,-53.6578,11.1970,-0.0000,1500,1500,0.0000,0.0838,-0.1926,9.8336,2.3644,2.0174,-0.4266,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.5933,-0.5103,-0.0881,0.0319,1.2661,0.0000,0.0000,-48.9346,10.2114,-0.0000,1500,1500,0.0000,-0.1341,0.0157,9.6277,2.5323,1.2922,-0.2815,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
0.6126,-0.4465,-0.0809,0.0277,1.2432,0.0000,0.0000,-42.8111,8.9336,-0.0000,1500,1500,0.0000,-0.0000,0.0899,9.7977,2.4865,0.3914,-0.4266,0.0000,0.0000,9.8000,0.0000,0.0000,0.0000
