timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
2025.1340,0.6092,0.6174,177.9955,0.0538,0.0000,0.0000,57.1670,-14.8479,26.0589,1514,1485,1.0000,-0.2917,0.1517,9.6808,0.2885,0.8218,1.0675,-0.2848,0.1313,9.8067,-0.1809,1.2016,1.2230
2025.1543,0.5995,0.6513,178.0224,-0.2172,0.0000,0.0000,56.2540,-14.6934,25.6922,1514,1485,1.0000,-0.1672,0.0798,9.7622,-0.1771,0.9439,1.2049,0.0887,0.0762,9.8378,-0.2573,1.1023,1.4596
2025.1747,0.5812,0.6740,178.0513,-0.0760,0.0000,0.0000,54.5345,-14.3968,24.9985,1513,1486,1.0000,-0.1049,0.0320,9.8724,-0.1313,1.0126,1.2278,0.0575,0.0331,9.7923,-0.0206,1.5603,1.6428
2025.1940,0.5641,0.7058,178.0853,0.0118,0.0000,0.0000,52.9359,-14.1214,24.3536,1513,1486,1.0000,-0.1241,0.0152,9.8843,0.3038,1.2416,1.7392,-0.1675,0.1337,9.6343,-0.2802,1.9878,1.7802
2025.2132,0.5660,0.8078,178.1408,0.9355,0.0000,0.0000,53.1098,-14.1576,24.4275,1513,1486,1.0000,-0.4329,0.0224,9.9011,0.5481,1.5012,3.7698,-0.1460,0.1193,9.5672,1.3229,2.1863,1.8489
2025.2325,0.5237,0.8462,178.1782,-0.5264,0.0000,-0.0000,49.1430,-13.4653,22.8221,1512,1487,1.0000,-0.1337,-0.0542,9.9131,0.3190,1.6539,1.9606,0.0480,-0.0722,9.4044,-1.3718,2.6748,1.9176
2025.2517,0.4814,0.8503,178.2207,-0.9767,0.0000,-0.0000,45.1738,-12.7722,21.2155,1511,1488,1.0000,0.0028,-0.0279,9.9179,0.1664,1.2569,2.3881,-0.0047,0.0499,9.5337,-2.1198,2.7741,2.0321
2025.2707,0.4156,0.8525,178.2611,-1.4271,0.0000,-0.0000,38.9944,-11.6898,18.7122,1510,1489,1.0000,0.0220,-0.0973,9.7048,-0.8565,1.4096,2.0827,-0.0095,-0.0435,9.4667,-1.9977,2.8733,2.1848
2025.2899,0.3703,0.9423,178.3058,-2.0531,0.0000,-0.0000,34.7497,-10.9471,16.9932,1509,1490,1.0000,-0.3731,0.0368,9.6856,-1.6733,1.4401,2.1667,-0.2896,0.1313,9.5648,-2.4328,2.6825,2.5131
2025.3091,0.2955,1.0136,178.3498,-2.3012,0.0000,-0.0000,27.7256,-9.7150,14.1467,1507,1492,1.0000,-0.3013,-0.0854,9.6354,-1.9481,1.7607,2.2583,-0.1292,0.3156,9.5313,-2.6542,2.4306,2.3604
2025.3283,0.2672,1.0039,178.3953,-2.1027,0.0000,-0.0000,25.0708,-9.2508,13.0717,1507,1492,1.0000,-0.0020,0.0990,9.6832,-2.2306,1.4401,2.1896,0.2203,0.1480,9.5313,-1.9748,1.6977,2.5512
2025.3474,0.2492,0.9851,178.4403,-1.8584,0.0000,-0.0000,23.3850,-8.9569,12.3896,1506,1493,1.0000,0.0435,0.1205,9.9490,-1.4443,1.5623,2.3957,0.1413,0.1025,9.5816,-2.2725,1.5527,2.2611
2025.3665,0.2236,1.0262,178.4861,-2.5607,0.0000,-0.0000,20.9844,-8.5370,11.4175,1506,1493,1.0000,-0.2246,0.1397,9.8029,-1.9100,1.4401,2.3652,-0.1603,0.2007,9.5888,-3.2115,1.5985,2.3604
2025.3858,0.1998,1.0834,178.5302,-3.2325,0.0000,-0.0000,18.7475,-8.1457,10.5117,1505,1494,1.0000,-0.3108,0.2020,9.7431,-2.9481,1.2569,2.2660,-0.0622,0.2653,9.4499,-3.5168,1.6138,2.2230
2025.4050,0.1845,1.0845,178.5713,-3.5989,0.0000,-0.0000,17.3161,-7.8958,9.9323,1505,1494,1.0000,-0.1121,0.2666,9.7168,-3.4748,0.7455,2.1056,0.0120,0.3228,9.6319,-3.7229,1.1481,2.0856
2025.4242,0.1718,1.0413,178.6095,-3.5569,0.0000,-0.0000,16.1169,-7.6867,9.4471,1505,1494,1.0000,0.0866,0.2762,9.8125,-3.4443,0.6310,1.8232,-0.0502,0.2630,9.8785,-3.6695,1.1939,2.0398
2025.4433,0.1691,0.9731,178.6461,-2.7286,0.0000,-0.0000,15.8678,-7.6446,9.3471,1505,1494,1.0000,0.1776,0.2403,9.5803,-2.8413,0.5165,1.7545,0.0839,0.3755,9.6750,-2.6160,0.7512,1.9863
2025.4624,0.1574,0.9561,178.6800,-2.4653,0.0000,-0.0000,14.7727,-7.4536,8.9040,1504,1495,1.0000,-0.0427,0.1852,9.8125,-2.4672,0.2951,1.6705,-0.1627,0.1863,9.7803,-2.4634,0.7894,1.8108
2025.4810,0.1420,0.9852,178.7110,-2.3355,0.0000,-0.0000,13.3229,-7.2001,8.3169,1504,1495,1.0000,-0.2390,0.1541,9.8652,-1.9176,0.5165,1.5484,-0.1101,0.0906,9.8402,-2.7534,0.9726,1.7497
2025.4995,0.1350,0.9778,178.7408,-1.4233,0.0000,0.0000,12.6659,-7.0859,8.0513,1504,1495,1.0000,-0.0020,0.1158,9.9083,-2.2306,0.4706,1.4644,0.0073,0.1073,9.7779,-0.6160,2.7435,1.7115
2025.5180,0.1090,0.9183,178.7670,-2.2019,0.0000,-0.0000,10.2307,-6.6588,7.0645,1503,1496,1.0000,0.1776,0.0918,9.9298,-2.2000,0.5546,1.4110,0.1389,0.0427,9.7923,-2.2038,1.0336,1.3909
2025.5366,0.0606,0.8875,178.7962,-1.9806,0.0000,0.0000,5.6841,-5.8599,5.2212,1502,1497,1.0000,0.0746,-0.0399,9.8317,-2.1542,0.8065,1.4950,0.0025,0.1289,9.8976,-1.8069,1.2855,1.6657
2025.5552,0.0213,0.8957,178.8266,-1.3241,0.0000,0.0000,1.9997,-5.2123,3.7273,1502,1497,1.0000,-0.0978,-0.0614,9.8772,-1.3680,0.8905,1.5179,-0.1316,0.0283,9.8474,-1.2802,1.2779,1.7955
2025.5741,-0.0001,0.8857,178.8614,-0.3508,0.0000,0.0000,-0.0124,-4.8585,2.9114,1501,1498,1.0000,-0.0475,-0.0662,9.7814,-0.3909,0.5088,1.6934,-0.1053,-0.0243,9.8402,-0.3107,0.9039,2.0169
2025.5933,-0.0212,0.8693,178.8943,-0.1828,0.0000,0.0000,-1.9895,-4.5106,2.1095,1501,1498,1.0000,-0.0187,-0.0830,9.8867,-0.1161,0.6615,1.6400,0.0096,-0.0291,9.8426,-0.2496,0.7512,1.8413
2025.6124,-0.0404,0.8322,178.9283,-0.0683,0.0000,0.0000,-3.7888,-4.1938,1.3797,1500,1499,1.0000,0.0866,-0.0854,9.8365,0.0442,0.7531,1.7469,0.2419,-0.1465,9.9072,-0.1809,0.9420,1.8413
2025.6315,-0.0591,0.7840,178.9677,0.2904,0.0000,0.0000,-5.5454,-3.8844,0.6670,1500,1499,1.0000,0.1081,-0.1189,9.7910,0.1740,0.3256,2.0369,0.0767,-0.0603,9.8426,0.4069,0.4687,2.1390
2025.6507,-0.0727,0.7673,179.0110,0.4622,0.0000,0.0000,-6.8174,-3.6600,0.1508,1500,1499,1.0000,-0.0427,-0.1165,9.8197,0.5252,0.2111,2.1362,0.0839,0.0499,9.8354,0.3992,0.2397,2.4138
2025.6698,-0.1050,0.7427,179.0573,0.9889,0.0000,0.0000,-9.8526,-3.1252,-1.0806,1499,1500,1.0000,-0.0307,-0.2482,9.8317,1.0671,0.0203,2.2965,-0.1963,-0.0962,9.6917,0.9107,-0.3328,2.6199
2025.6889,-0.1153,0.7150,179.1090,0.5576,0.0000,0.0000,-10.8180,-2.9543,-1.4728,1499,1500,1.0000,-0.0499,-0.1237,10.0041,1.6244,-0.6439,2.6476,0.0336,-0.0052,9.8067,-0.5092,-0.3862,2.8031
2025.7081,-0.0820,0.6915,179.1653,1.8591,0.0000,0.0000,-7.6906,-3.5034,-0.2051,1499,1500,1.0000,0.0315,-0.0351,10.0017,2.0290,1.1119,2.8919,0.0264,0.0116,9.9551,1.6893,-0.0503,3.0016
2025.7273,-0.0237,0.6720,179.2221,2.4775,0.0000,0.0000,-2.2235,-4.4645,2.0117,1501,1498,1.0000,-0.0379,0.0368,9.9969,1.6015,-0.2774,2.8232,-0.0095,-0.0794,9.7683,3.3534,0.1634,3.0932
2025.7465,0.0212,0.6848,179.2798,1.2065,0.0000,0.0000,1.9925,-5.2060,3.7214,1502,1497,1.0000,-0.1839,0.0894,9.9586,1.3877,-0.3080,2.9453,-0.0670,0.1385,9.8737,1.0252,0.1710,3.0398
2025.7656,0.0701,0.6839,179.3361,1.2675,0.0000,0.0000,6.5740,-6.0123,5.5796,1503,1496,1.0000,-0.1409,0.1110,9.9538,1.4335,-0.6057,2.7850,-0.0670,0.1504,9.8737,1.1015,0.0718,3.0856
2025.7848,0.0991,0.6738,179.3942,1.0233,0.0000,0.0000,9.3027,-6.4931,6.6867,1503,1496,1.0000,-0.0930,0.0487,9.9250,1.1740,-0.3614,3.0064,-0.0550,0.1720,9.6367,0.8725,-0.0656,3.0474
2025.8056,0.1724,0.6391,179.4639,1.4393,0.0000,0.0000,16.1738,-7.7031,9.4740,1505,1494,1.0000,-0.0116,0.1948,10.0041,1.5404,-0.5828,3.1591,0.0599,0.2223,9.8019,1.3382,-0.2717,3.5131
2025.8250,0.2323,0.6172,179.5233,1.1034,0.0000,0.0000,21.7986,-8.6944,11.7562,1506,1493,1.0000,-0.0499,0.1996,9.9634,1.1893,-0.7507,3.0904,-0.0454,0.2127,9.8569,1.0176,-0.0656,3.0016
2025.8440,0.2850,0.5811,179.5800,0.9622,0.0000,0.0000,26.7409,-9.5664,13.7621,1507,1492,1.0000,-0.0954,0.1948,9.9562,1.1511,-2.7660,2.9377,-0.0813,0.1432,9.8450,0.7733,-0.6687,2.9863
2025.8632,0.3242,0.5761,179.6367,0.7446,0.0000,-0.0000,30.4230,-10.2171,15.2571,1508,1491,1.0000,-0.1552,0.1589,9.8867,0.9603,-0.9721,2.8537,0.0767,0.1313,9.7229,0.5290,-0.6763,3.0474
2025.8824,0.3518,0.5398,179.6905,1.0729,0.0000,0.0000,33.0083,-10.6752,16.3076,1508,1491,1.0000,0.0004,0.0870,10.0998,1.0748,-0.9416,2.8690,-0.0550,0.0858,9.8689,1.0710,-0.5160,2.7497
2025.9015,0.3947,0.5243,179.7487,2.3591,0.0000,0.0000,37.0334,-11.3869,17.9422,1509,1490,1.0000,-0.1025,0.0487,9.9705,1.3877,-1.1095,2.9377,0.0599,0.1361,9.7995,3.3305,-0.5923,3.1772
2025.9206,0.4378,0.4777,179.8020,2.0156,0.0000,0.0000,41.0818,-12.1031,19.5864,1510,1489,1.0000,0.0411,0.0894,9.9370,1.8534,-0.9339,2.6782,-0.2010,-0.0363,9.8474,2.1779,-0.9587,2.8947
2025.9397,0.4774,0.4690,179.8550,2.1530,0.0000,0.0000,44.7984,-12.7614,21.0964,1511,1488,1.0000,-0.1217,0.0679,9.9610,2.1740,-0.9568,2.7469,0.0504,0.0307,9.8450,2.1321,-0.7145,2.8108
2025.9588,0.4914,0.4345,179.9086,2.0042,0.0000,0.0000,46.1126,-12.9974,21.6322,1511,1488,1.0000,-0.0116,-0.0303,9.7024,1.8992,-1.2087,2.7011,-0.0215,0.0690,9.8545,2.1092,-0.7603,2.9787
2025.9780,0.5005,0.3743,179.9660,1.8553,0.0000,0.0000,46.9614,-13.1517,21.9794,1512,1487,1.0000,0.0794,-0.0351,9.7455,1.8076,-1.7660,2.6934,-0.0813,-0.0746,9.8593,1.9031,-0.9129,3.3375
2025.9971,0.4971,0.3790,-179.9791,1.5920,0.0000,0.0000,46.6435,-13.1007,21.8535,1512,1487,1.0000,-0.1935,-0.0686,9.8652,1.6626,-1.3843,2.7011,-0.2106,-0.0339,9.6151,1.5214,-1.0732,3.0932
2026.0162,0.4942,0.3974,-179.9232,0.4546,0.0000,-0.0000,46.3692,-13.0574,21.7452,1511,1488,1.0000,-0.2773,0.0296,9.8149,1.3419,-1.5828,2.7392,-0.1005,0.0259,9.7851,-0.4328,-1.3023,3.1695
2026.0353,0.5296,0.4293,-179.8683,2.3630,0.0000,0.0000,49.6929,-13.6472,23.0962,1512,1487,1.0000,-0.3515,0.0391,9.8843,3.4794,-1.6744,2.8385,-0.1723,-0.0722,9.7875,1.2466,-1.4091,2.9329
