timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,temp,angle_deg,angular_velocity,angular_acceleration,pid_output,motor_pulse
2025-11-30T16:11:40.889570,-250.13740458015266,250.12977099236642,126.08396946564885,-4.024652990722656,13.136984509277344,-2.7269956909179687,22.459411764705884,-78.27299915449629,-250.13740458015263,0.0,2320.1762765292015,2000
2025-11-30T16:11:40.910147,-250.13740458015266,250.12977099236642,65.98473282442748,-5.523423229980469,11.71482872314453,-9.890447058105469,22.506470588235295,-49.82669066611706,-250.13740458015263,0.0,1433.0505330421693,2000
2025-11-30T16:11:40.929942,-250.13740458015266,121.1526717557252,-62.74045801526717,-10.330980163574218,7.812280017089844,-17.685967663574218,22.506470588235295,-23.832099609026656,-250.13740458015263,0.0,680.7604870591556,2000
2025-11-30T16:11:40.952152,-105.02290076335878,-99.65648854961832,-133.27480916030535,-3.450044592285156,13.050793249511718,-19.6133,22.459411764705884,-33.640003578945716,-105.02290076335878,6205.945836053609,978.9156509856937,2000
2025-11-30T16:11:40.973468,235.44274809160305,-150.54198473282443,-62.786259541984734,-7.213729602050781,7.970297326660156,-19.6133,22.459411764705884,-22.11545141799251,235.44274809160308,15952.460793535998,637.0282434747977,2000
2025-11-30T16:11:40.992604,250.12977099236642,-175.8320610687023,-100.99236641221374,-11.353304272460937,3.976768957519531,-19.6133,22.36529411764706,-11.46183899697621,250.12977099236642,790.0811720140481,327.8084841971368,1827
2025-11-30T16:11:41.012070,250.12977099236642,-211.73282442748092,-161.00763358778627,-18.45690059814453,2.9376854370117185,-19.6133,22.459411764705884,-8.518452837037758,250.12977099236642,0.0,-207.29461252415425,1292
2025-11-30T16:11:41.038205,250.12977099236642,-250.13740458015266,-250.13740458015266,-19.6133,19.61270144958496,-19.06263361816406,22.506470588235295,-45.814845954828684,250.12977099236642,0.0,1343.1548562014716,2000
2025-11-30T16:11:41.063265,250.12977099236642,-250.13740458015266,-250.13740458015266,0.5674257934570313,19.61270144958496,-0.6488286499023437,22.506470588235295,-88.10522836522266,250.12977099236642,0.0,2567.748057650809,2000
2025-11-30T16:11:41.082889,250.12977099236642,-138.8854961832061,-213.6030534351145,10.93671318359375,19.507955126953124,17.09699405517578,22.60058823529412,48.768306276285166,250.12977099236642,0.0,-1462.4735567594144,1000
2025-11-30T16:11:41.102390,208.61068702290078,54.19847328244275,-46.35114503816794,6.081272216796875,6.153098266601562,19.61270144958496,22.459411764705884,17.418220501826514,208.61068702290078,-2031.2562400208278,-492.8583632774447,1007
2025-11-30T16:11:41.121094,-223.6946564885496,138.41221374045801,55.93893129770992,-0.46208092041015625,-1.189918225097656,19.61270144958496,22.553529411764707,-3.471924783290289,-223.6946564885496,-23121.908078442364,1147.856274390422,2000
2025-11-30T16:11:41.141236,-250.13740458015266,195.85496183206106,85.72519083969466,-4.055777612304687,2.808398547363281,15.91665263671875,22.506470588235295,10.006504816771486,-250.13740458015263,-1314.3826701698604,-287.2413421909948,1212
2025-11-30T16:11:41.166599,-250.13740458015266,250.12977099236642,169.67175572519085,-1.467645617675781,8.82263311767578,18.89264530029297,22.412352941176472,25.03199641630112,-250.13740458015263,0.0,-731.35172304431,1000
2025-11-30T16:11:41.186427,-250.13740458015266,250.12977099236642,218.8854961832061,-5.164292980957031,17.293318591308594,4.886565588378906,22.553529411764707,74.22132267659725,-250.13740458015263,0.0,-2169.963268044253,1000
2025-11-30T16:11:41.209049,-250.13740458015266,250.12977099236642,106.67175572519083,-9.708487731933593,19.61270144958496,-5.482721801757812,22.506470588235295,-74.38168908121324,-250.13740458015263,0.0,2210.5642054667883,2000
2025-11-30T16:11:41.228327,-250.13740458015266,187.1145038167939,-18.083969465648856,-5.1331683593749995,19.61270144958496,-14.101847778320312,22.36529411764706,-54.28325749206965,-250.13740458015263,0.0,1566.2853009239661,2000
2025-11-30T16:11:41.247856,-250.13740458015266,15.099236641221374,-87.0,-5.190629199218749,19.61270144958496,-19.6133,22.60058823529412,-44.99912572244589,-250.13740458015263,0.0,1301.1287209852776,2000
2025-11-30T16:11:41.269013,72.45038167938931,-157.58778625954199,-40.969465648854964,-3.9791631591796874,16.084246752929687,-19.6133,22.553529411764707,-39.35409451361328,72.45038167938931,15083.287726963588,1139.1571760165784,2000
2025-11-30T16:11:41.290025,250.12977099236642,-158.33587786259542,-54.01526717557252,-11.908759057617187,9.083601098632812,-19.6133,22.506470588235295,-24.850494714749637,250.12977099236642,8476.357749237683,715.129086795913,2000
2025-11-30T16:11:41.311188,250.12977099236642,-187.793893129771,-127.51908396946565,-13.376404675292967,10.419565624999999,-19.6133,22.506470588235295,-27.979474388480146,250.12977099236642,0.0,812.5954434504346,2000
2025-11-30T16:11:41.333572,250.12977099236642,-158.3206106870229,-237.27480916030535,-17.26219396972656,17.673996655273438,-13.852850805664062,22.459411764705884,-51.910707344553465,250.12977099236642,0.0,1513.943976636054,2000
2025-11-30T16:11:41.352870,250.12977099236642,-220.6259541984733,-250.13740458015266,-4.797980126953124,19.61270144958496,-1.2904746948242187,22.506470588235295,-86.23548405683273,250.12977099236642,0.0,2515.467611932359,2000
2025-11-30T16:11:41.373577,250.12977099236642,-140.53435114503816,-182.04580152671755,1.2018892333984375,13.898340637207031,15.674838269042969,22.459411764705884,41.56230234399558,250.12977099236642,0.0,-1253.1595347206953,1000
2025-11-30T16:11:41.392467,250.12977099236642,-91.42748091603053,-128.22137404580153,-0.42377369384765623,6.263231542968749,17.221492541503906,22.553529411764707,19.985664740368062,250.12977099236642,0.0,-570.4388095905823,1000
2025-11-30T16:11:41.418705,193.70229007633588,-6.511450381679389,-44.32824427480916,0.10773907470703124,0.7709329345703124,19.61270144958496,22.60058823529412,2.251014470611237,193.70229007633588,-3079.6076733986165,-993.9242767889874,1000
2025-11-30T16:11:41.443479,-250.13740458015266,89.00763358778626,51.267175572519086,-0.9313444458007812,-0.05746083984375,19.61270144958496,22.506470588235295,-0.16786337155127312,-250.13740458015263,-15031.19610700521,1283.5464587622519,2000
2025-11-30T16:11:41.464756,-250.13740458015266,151.40458015267177,112.83206106870229,-5.221753820800781,5.293579870605469,14.15452021484375,22.459411764705884,20.50504860013219,-250.13740458015263,0.0,-594.8169541879995,1000
2025-11-30T16:11:41.483600,-250.13740458015266,209.51908396946564,99.79389312977099,-7.75721337890625,13.541604589843748,7.417236743164062,22.459411764705884,61.28885234438617,-250.13740458015263,0.0,-1795.1546925433972,1000
