timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
948.3314,0.3714,1.2909,43.2480,0.3803,0.0000,0.0000,35.6162,-2.9581,11.4516,1500,1500,1.0000,-0.0680,0.1871,9.7166,0.8703,-1.4673,0.7521,-0.2001,0.0685,9.7817,-0.1096,-1.3045,0.8745
948.3505,0.3974,1.2797,43.2424,0.2696,0.0000,0.0000,38.1026,-3.1098,12.2236,1500,1500,1.0000,-0.2332,0.1584,9.8962,0.5039,-1.1085,0.5689,-0.1451,0.1643,9.9086,0.0354,-0.2511,-1.2171
948.3692,0.4026,1.2928,43.2714,0.0902,0.0000,0.0000,38.6066,-3.1438,12.3818,1500,1500,1.0000,-0.2763,0.0818,10.1188,0.4504,-0.0627,0.5307,-0.1427,0.1475,9.6476,-0.2699,0.4207,2.6150
948.3888,0.4180,1.2752,43.2798,-0.3181,0.0000,-0.0000,40.0862,-3.2360,12.8421,1500,1500,1.0000,-0.1231,0.1632,9.9560,-0.0610,0.0747,0.3933,-0.1810,0.2361,9.7146,-0.5753,0.4512,0.4089
948.4075,0.4394,1.2552,43.2894,-0.1082,0.0000,0.0000,42.1332,-3.3620,13.4783,1500,1500,1.0000,-0.0632,0.1823,10.0733,0.2596,0.4945,0.3933,-0.2025,0.1451,9.9636,-0.4760,0.9856,0.5692
948.4260,0.4421,1.2678,43.2964,-0.1731,0.0000,0.0000,42.3947,-3.3820,13.5615,1500,1500,1.0000,-0.1662,0.1033,10.0398,0.1603,1.1892,0.3094,-0.2217,0.1188,9.8942,-0.5066,1.3749,0.4242
948.4444,0.4548,1.2916,43.2989,0.1742,0.0000,0.0000,43.6094,-3.4588,13.9400,1500,1500,1.0000,-0.2212,0.1201,9.9177,0.3741,1.1281,0.0498,-0.2887,0.1332,9.8559,-0.0256,1.3978,0.1799
948.4630,0.4554,1.3270,43.3002,-0.3105,0.0000,-0.0000,43.6698,-3.4669,13.9610,1500,1500,1.0000,-0.2811,0.1057,9.8890,0.0993,1.1281,0.0193,-0.3222,0.1811,9.7482,-0.7203,1.3138,0.0883
948.4815,0.4608,1.3768,43.2793,-0.3830,0.0000,-0.0000,44.1885,-3.5023,14.1239,1500,1500,1.0000,-0.3721,0.1392,10.0302,-0.0152,0.9602,-2.1029,-0.3198,0.2002,9.7482,-0.7508,1.2604,-0.1713
948.4999,0.4820,1.4173,43.2748,-0.6578,0.0000,-0.0000,46.2225,-3.6281,14.7563,1500,1500,1.0000,-0.3002,0.2374,9.9919,-0.3282,1.2808,-0.3548,-0.2552,0.2696,9.7769,-0.9875,1.7642,-0.2400
948.5184,0.4906,1.4393,43.2661,-0.7838,0.0000,-0.0000,47.0420,-3.6817,15.0126,1500,1500,1.0000,-0.1949,0.1895,9.7980,-0.4656,1.5861,-0.6525,-0.3677,0.1739,9.6356,-1.1020,1.8100,-0.3621
948.5369,0.5013,1.4786,43.2522,-1.0319,0.0000,-0.0000,48.0726,-3.7480,15.3343,1500,1500,1.0000,-0.2571,0.2230,9.8579,-0.7252,1.6777,-0.8891,-0.2983,0.2840,9.8703,-1.3386,2.3444,-0.7361
948.5553,0.5069,1.5471,43.2347,-1.4746,0.0000,-0.0000,48.6034,-3.7846,15.5012,1500,1500,1.0000,-0.3840,0.2398,9.8483,-1.1221,1.9525,-0.9655,-0.3557,0.2577,9.6979,-1.8272,2.4894,-1.0644
948.5738,0.5002,1.6022,43.2151,-1.6159,0.0000,-0.0000,47.9621,-3.7515,15.3051,1500,1500,1.0000,-0.3481,0.1967,9.8794,-1.3587,1.9983,-1.1563,-0.3294,0.2313,9.5566,-1.8730,2.0695,-1.0644
948.5923,0.4883,1.6256,43.1911,-2.1998,0.0000,-0.0000,46.8201,-3.6885,14.9539,1500,1500,1.0000,-0.2284,0.2206,9.7956,-1.7633,1.5327,-1.3929,-0.3246,0.2218,9.6045,-2.6363,2.0008,-1.3163
948.6107,0.4835,1.6869,43.1638,-2.1922,0.0000,-0.0000,46.3612,-3.6660,14.8142,1500,1500,1.0000,-0.4056,0.2518,9.7429,-1.9465,1.6395,-1.5990,-0.4898,0.1906,9.3962,-2.4379,1.9092,-1.4995
948.6292,0.4677,1.7570,43.1336,-2.5662,0.0000,-0.0000,44.8514,-3.5810,14.3489,1500,1500,1.0000,-0.4678,0.2302,9.7405,-2.1908,1.4563,-1.7899,-0.3773,0.2840,9.6620,-2.9417,1.9321,-1.6064
948.6477,0.4656,1.8160,43.1007,-2.4517,0.0000,-0.0000,44.6431,-3.5732,14.2867,1500,1500,1.0000,-0.4415,0.2829,9.7429,-2.2366,1.4640,-1.9426,-0.4348,0.2696,9.5853,-2.6669,1.5352,-1.7819
948.6661,0.4325,1.8281,43.0461,-3.1006,0.0000,-0.0000,41.4752,-3.3892,13.3077,1500,1500,1.0000,-0.2069,0.1967,9.5227,-2.5496,0.8685,-4.0571,-0.6454,0.0374,7.9118,-3.6516,2.4283,-1.9346
948.6845,0.4472,1.9027,43.0063,-2.9594,0.0000,-0.0000,42.8811,-3.4773,13.7454,1500,1500,1.0000,-0.4319,0.4122,9.8387,-2.9923,3.4869,-2.5990,-0.5688,-0.0201,9.1903,-2.9264,1.7642,-2.0033
948.7030,0.4813,1.9129,42.9667,-1.2647,0.0000,0.0000,46.1570,-3.6768,14.7624,1500,1500,1.0000,-0.2859,0.3044,8.4572,-1.4198,0.0747,-2.4540,-0.1905,0.2026,10.5813,-1.1096,0.9321,-2.0568
948.7215,0.4515,1.8797,42.9211,-3.2418,0.0000,-0.0000,43.2975,-3.5114,13.8790,1500,1500,1.0000,-0.1494,0.2350,9.9728,-3.0229,0.7922,-2.7899,-0.5880,0.1116,8.5056,-3.4608,-0.4419,-2.2552
948.7400,0.3953,1.9397,42.8768,-1.5281,0.0000,0.0000,37.9041,-3.1947,12.2105,1500,1500,1.0000,-0.6402,-0.0499,10.1212,-1.3664,-0.2460,-2.4540,-0.3055,0.0781,8.9748,-1.6898,-0.1289,-2.2247
