timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
1955.3623,4.8379,0.7307,99.2641,-15.7592,-6.4223,-84.8910,789.2884,-81.9925,285.9821,1657,1342,1.0000,-2.0682,1.2386,9.9586,-13.7649,3.1042,-0.0470,-1.1372,1.0890,8.2911,-17.7534,1.1863,0.6963
1955.3819,4.4361,0.6030,99.2607,-14.8012,-7.6791,-64.3858,684.9812,-75.4074,250.7388,1637,1362,1.0000,0.2949,0.3600,10.8325,-13.1848,-2.3996,0.1591,-0.3902,0.4880,8.9280,-16.4176,-1.8442,0.0321
1955.4007,4.0840,0.6160,99.2611,-14.5454,-8.7091,-54.6685,617.3476,-69.6396,226.9881,1624,1375,1.0000,-0.1480,0.4126,10.1333,-15.2306,-1.0637,0.1896,-0.2250,0.7442,9.7324,-13.8603,1.5451,-0.0366
1955.4209,3.8322,0.7183,99.2630,-13.3584,-9.4065,-34.5836,531.1376,-65.5222,198.6546,1609,1390,1.0000,-0.4569,0.7837,9.9945,-12.9939,-0.5523,0.1591,-0.6583,0.9597,9.1722,-13.7229,2.6977,-0.0900
1955.4403,3.6212,0.8274,99.2673,-10.4309,-9.5601,-7.9163,430.5727,-62.0768,166.4179,1591,1408,1.0000,-0.4976,0.5252,8.3975,-10.5130,-1.0866,0.0522,-0.2729,0.8543,9.3542,-10.3489,1.8810,0.4062
1955.4595,3.4193,0.9951,99.2729,-10.1332,-9.6461,-4.4728,397.9173,-58.7796,154.6429,1585,1414,1.0000,-0.8926,0.5300,8.8094,-9.4214,-4.4301,0.1515,-0.5554,0.4401,9.8138,-10.8450,2.4840,0.6428
1955.4790,3.0505,0.9135,99.2853,-12.9042,-10.1348,-25.0992,415.7978,-52.7262,156.3750,1586,1413,1.0000,0.1608,0.0775,10.4374,-13.8642,-1.8652,0.4492,-0.7876,-0.1105,9.8306,-11.9443,0.6825,1.1543
1955.4982,2.8511,0.9361,99.3097,-8.8241,-9.9382,10.2112,291.6465,-49.4643,117.1725,1564,1435,1.0000,-0.2749,0.3815,9.3409,-10.9405,-0.2545,1.7392,-1.1635,-0.0052,10.6853,-6.7076,-0.7221,0.9100
1955.5172,2.6166,1.0803,99.3112,-6.4004,-9.4075,27.9855,214.0515,-45.6215,91.5884,1550,1449,1.0000,-0.8304,-0.0135,9.0919,-9.2000,0.4630,-0.5890,-0.8451,-0.3428,11.3270,-3.6008,-2.3328,1.1237
1955.5359,2.4685,1.0346,99.3105,-5.7897,-8.8649,29.0187,194.3975,-43.2025,84.2407,1546,1453,1.0000,-0.0738,0.2642,9.0727,-8.3832,1.9592,-1.0470,-0.5482,-0.3955,10.7260,-3.1962,-4.7984,1.2535
1955.5545,2.3721,0.9243,99.3121,-3.4348,-8.0503,43.6804,141.3081,-41.6344,67.3731,1537,1462,1.0000,0.3140,0.2810,9.6880,-5.4519,2.0355,-0.5279,0.1461,-0.0076,9.9048,-1.4176,-2.5007,0.8108
1955.5731,2.3264,0.8768,99.3170,-2.9538,-7.2859,41.1584,143.4322,-40.9047,67.5725,1537,1462,1.0000,0.0938,0.4414,9.4366,-4.5435,2.0050,-0.4211,-0.4022,0.1193,9.4906,-1.3641,-1.4549,0.9405
1955.5917,2.2963,0.8896,99.3069,-2.7783,-6.6097,36.2945,154.0503,-40.4309,70.4736,1538,1461,1.0000,-0.2246,0.4940,9.6258,-3.5435,0.8905,-1.9936,-0.5338,0.3803,10.0700,-2.0130,-1.6076,0.9863
1955.6103,2.3003,0.9439,99.3276,-0.9424,-5.6546,44.9132,129.6722,-40.5189,63.2130,1534,1465,1.0000,-0.2893,0.4749,9.4606,-1.8794,3.0813,0.6400,-0.7756,0.5143,9.7755,-0.0053,-0.9053,1.4825
1955.6294,2.2781,0.9309,99.3537,-2.3775,-4.4362,22.4203,191.9581,-40.1763,81.6932,1544,1455,1.0000,-0.2462,0.4797,9.4342,-2.9863,-0.4683,1.3118,-0.3088,0.4401,9.1818,-1.7687,-3.0885,1.5207
