timestamp,roll_deg,pitch_deg,yaw_deg,omega_raw,omega_filtered,alpha,tau_ff,tau_pid,tau_total,pwm_left,pwm_right,deadzone_factor,accel1_x,accel1_y,accel1_z,gyro1_x,gyro1_y,gyro1_z,accel2_x,accel2_y,accel2_z,gyro2_x,gyro2_y,gyro2_z
0.0101,-0.0089,0.0077,-0.0006,0.1826,0.0000,0.0000,-0.8513,0.1776,-0.0000,1500,1500,0.0000,-0.0621,-0.0917,9.8500,0.0169,0.1402,-0.0823,0.0480,-0.0833,9.7883,0.3482,-0.0053,-0.0344
0.0290,-0.0129,0.0069,-0.0034,0.0757,0.0000,0.0000,-1.2417,0.2591,-0.0000,1500,1500,0.0000,0.0001,-0.0247,9.8260,0.0703,-0.0735,-0.1204,-0.0119,-0.1120,9.7404,0.0810,0.0176,-0.1794
0.0478,-0.0230,0.0069,-0.0041,0.1368,0.0000,0.0000,-2.2079,0.4607,-0.0000,1500,1500,0.0000,0.0025,-0.0606,9.7039,0.1161,-0.0277,0.0781,0.0145,0.0125,9.7764,0.1574,0.1168,-0.1489
0.0667,-0.0424,0.0153,-0.0038,0.1635,0.0000,0.0000,-4.0705,0.8494,-0.0000,1500,1500,0.0000,-0.0286,-0.1061,9.7207,0.1238,0.0563,0.0857,-0.0310,-0.0473,9.8027,0.2032,0.1855,-0.0573
0.0855,-0.0471,0.0176,-0.0040,0.2169,0.0000,0.0000,-4.5165,0.9425,-0.0000,1500,1500,0.0000,0.0193,-0.0462,9.9984,0.2612,0.3921,-0.0670,-0.0262,-0.1287,9.7764,0.1726,0.3306,0.0496
0.1042,-0.0489,0.0224,-0.0052,-0.0083,0.0000,-0.0000,-4.6885,0.9784,-0.0000,1500,1500,0.0000,-0.0190,-0.0151,9.7518,0.0245,0.0639,-0.0746,0.0001,-0.0330,9.9176,-0.0411,0.0863,-0.0496
0.1229,-0.0547,0.0097,-0.0066,-0.0006,0.0000,-0.0000,-5.2474,1.0950,-0.0000,1500,1500,0.0000,0.0504,-0.0343,9.7686,-0.0060,0.0715,0.0170,0.0648,-0.0641,9.7165,0.0047,-0.1503,-0.1718
0.1412,-0.0661,-0.0213,-0.0068,0.1558,0.0000,0.0000,-6.3430,1.3236,-0.0000,1500,1500,0.0000,0.1462,-0.0774,9.8308,0.0245,-0.0735,-0.0365,0.0384,-0.0354,9.6950,0.2871,0.0634,0.0191
0.1593,-0.0771,-0.0246,-0.0066,0.0986,0.0000,0.0000,-7.3922,1.5426,-0.0000,1500,1500,0.0000,0.0312,-0.0726,9.8428,-0.0136,0.1097,0.0781,-0.0238,-0.0210,9.8697,0.2108,0.1474,-0.0573
0.1775,-0.0775,-0.0234,-0.0089,0.1558,0.0000,0.0000,-7.4283,1.5501,-0.0000,1500,1500,0.0000,0.0025,-0.0271,9.7398,-0.0442,0.1097,-0.1357,-0.0119,-0.0809,9.9775,0.3558,-0.0206,-0.1183
0.1957,-0.0843,-0.0252,-0.0114,0.2780,0.0000,0.0000,-8.0867,1.6875,-0.0000,1500,1500,0.0000,0.0097,-0.0702,9.8212,0.3681,-0.0277,-0.1357,-0.0526,-0.0378,9.6926,0.1879,-0.0740,-0.1412
0.2138,-0.0861,-0.0181,-0.0114,0.2322,0.0000,0.0000,-8.2530,1.7222,-0.0000,1500,1500,0.0000,-0.0310,-0.0414,9.8045,0.1085,0.0028,-0.0746,0.0312,-0.0928,9.7548,0.3558,-0.0129,0.0725
0.2320,-0.0946,-0.0272,-0.0110,0.1558,0.0000,0.0000,-9.0752,1.8938,-0.0000,1500,1500,0.0000,0.0432,-0.0678,9.8069,0.1314,-0.0201,-0.0517,0.0480,-0.0976,9.7931,0.1803,-0.0358,0.0954
0.2502,-0.0994,-0.0370,-0.0112,0.2131,0.0000,0.0000,-9.5335,1.9894,-0.0000,1500,1500,0.0000,0.0480,-0.0558,9.7135,0.1772,0.0563,0.0017,0.0336,-0.0880,9.8386,0.2490,-0.1198,-0.0267
0.2683,-0.0996,-0.0391,-0.0119,0.1749,0.0000,0.0000,-9.5501,1.9929,-0.0000,1500,1500,0.0000,0.0025,-0.0319,9.7901,0.0932,-0.2338,-0.0670,-0.0166,-0.0761,9.8171,0.2566,-0.1045,-0.0038
0.2867,-0.1100,-0.0280,-0.0126,0.2245,0.0000,0.0000,-10.5468,2.2009,-0.0000,1500,1500,0.0000,-0.0550,-0.0845,9.7327,0.1314,-0.0811,0.0399,-0.0262,-0.0665,9.7548,0.3177,-0.1427,-0.1183
0.3048,-0.1125,-0.0311,-0.0134,0.2398,0.0000,0.0000,-10.7843,2.2504,-0.0000,1500,1500,0.0000,0.0049,-0.0510,9.8571,0.1772,-0.1422,-0.0975,0.0049,-0.0641,9.8386,0.3024,-0.1885,0.0038
0.3229,-0.1081,-0.0377,-0.0134,0.3658,0.0000,0.0000,-10.3633,2.1626,-0.0000,1500,1500,0.0000,0.0312,-0.0295,9.7638,0.3757,-0.0582,-0.0899,-0.0573,-0.0402,9.7907,0.3558,-0.1045,0.0878
0.3411,-0.1144,-0.0392,-0.0132,0.3161,0.0000,0.0000,-10.9727,2.2897,-0.0000,1500,1500,0.0000,0.0097,-0.0750,9.7925,0.2765,0.0105,-0.1204,0.0456,-0.0952,9.7524,0.3558,-0.0816,0.1412
0.3593,-0.1267,-0.0382,-0.0164,0.3200,0.0000,0.0000,-12.1475,2.5349,-0.0000,1500,1500,0.0000,0.0001,-0.1061,9.7997,0.2917,0.0105,0.0399,0.0384,-0.0378,9.7500,0.3482,-0.0435,-0.3855
0.3774,-0.1242,-0.0387,-0.0175,0.3925,0.0000,0.0000,-11.9092,2.4852,-0.0000,1500,1500,0.0000,0.0049,-0.0438,9.7374,0.4368,-0.0201,0.0017,-0.0597,-0.0138,9.7213,0.3482,-0.0969,-0.1336
0.3956,-0.1108,-0.0420,-0.0176,0.4612,0.0000,0.0000,-10.6248,2.2171,-0.0000,1500,1500,0.0000,0.0193,0.0040,9.8021,0.2994,0.0028,0.0781,0.0121,-0.0809,9.7859,0.6230,-0.0740,-0.0802
0.4137,-0.1024,-0.0448,-0.0180,0.5108,0.0000,0.0000,-9.8161,2.0484,-0.0000,1500,1500,0.0000,0.0169,-0.0223,9.7638,0.4215,-0.1269,0.1086,0.0552,-0.0473,9.6878,0.6001,0.0634,-0.1565
0.4318,-0.0917,-0.0387,-0.0187,0.5299,0.0000,0.0000,-8.7960,1.8355,-0.0000,1500,1500,0.0000,-0.0190,-0.0127,9.8069,0.5131,-0.0430,-0.1052,-0.1387,-0.0090,9.9368,0.5467,0.0329,0.0267
0.4500,-0.0971,-0.0423,-0.0198,0.3009,0.0000,-0.0000,-9.3150,1.9438,-0.0000,1500,1500,0.0000,0.0169,-0.0678,9.8380,0.2306,-0.0582,-0.0899,-0.0549,-0.0354,9.8434,0.3711,-0.1274,-0.0267
0.4682,-0.0931,-0.0344,-0.0197,0.4421,0.0000,0.0000,-8.9234,1.8621,-0.0000,1500,1500,0.0000,-0.0358,-0.0343,9.7374,0.3986,-0.0506,-0.1739,0.0073,-0.0689,9.7428,0.4856,-0.0740,0.1794
0.4863,-0.0969,-0.0416,-0.0201,0.3848,0.0000,0.0000,-9.2936,1.9393,-0.0000,1500,1500,0.0000,0.0384,-0.0678,9.7949,0.3833,-0.1193,-0.0746,-0.1579,-0.0306,9.8290,0.3864,-0.0053,0.0344
0.5044,-0.0829,-0.0324,-0.0199,0.5871,0.0000,0.0000,-7.9531,1.6596,-0.0000,1500,1500,0.0000,-0.0262,-0.0007,9.7757,0.5207,0.0181,0.0170,-0.0406,-0.0090,9.6926,0.6535,0.2084,0.0038
0.5225,-0.0724,-0.0126,-0.0211,0.6406,0.0000,0.0000,-6.9396,1.4481,-0.0000,1500,1500,0.0000,-0.0837,-0.0175,9.8141,0.5818,0.0639,-0.0975,0.0839,-0.1000,9.8625,0.6994,0.1168,-0.0344
0.5407,-0.0874,-0.0155,-0.0203,0.5986,0.0000,0.0000,-8.3831,1.7493,-0.0000,1500,1500,0.0000,0.0384,-0.1372,9.7805,0.6276,0.2166,-0.0823,0.0025,0.0077,9.7811,0.5696,0.2924,0.1641
0.5588,-0.0719,-0.0081,-0.0198,0.7627,0.0000,0.0000,-6.8955,1.4389,-0.0000,1500,1500,0.0000,-0.0023,-0.0055,9.7829,0.6505,0.4608,0.0857,0.0217,-0.0833,9.7500,0.8749,0.2466,-0.0267
0.5770,-0.0690,-0.0206,-0.0178,0.8734,0.0000,0.0000,-6.6155,1.3805,-0.0000,1500,1500,0.0000,0.0719,-0.0750,9.7590,0.7116,0.1326,0.0475,0.0576,0.0269,9.7811,1.0352,0.1397,0.1718
0.5951,-0.0600,-0.0179,-0.0171,1.0490,0.0000,0.0000,-5.7499,1.1999,-0.0000,1500,1500,0.0000,0.0097,-0.0582,9.7805,0.9482,0.2700,0.0781,-0.0095,-0.0880,9.6997,1.1497,0.1703,0.0038
0.6133,-0.0958,-0.0205,-0.0199,1.1597,0.0000,0.0000,-9.1906,1.9178,-0.0000,1500,1500,0.0000,0.0312,-0.2833,9.8236,1.1161,0.2776,-0.1968,0.1055,-0.0833,9.9847,1.2032,0.1245,-0.1183
0.6314,-0.0853,-0.0163,-0.0214,1.1673,0.0000,0.0000,-8.1814,1.7073,-0.0000,1500,1500,0.0000,-0.0023,-0.0654,9.7207,1.1696,0.0944,-0.0135,-0.0262,-0.1024,9.7261,1.1650,0.2161,-0.1489
0.6495,-0.0728,-0.0186,-0.0261,1.2703,0.0000,0.0000,-6.9793,1.4564,-0.0000,1500,1500,0.0000,0.0360,-0.0654,9.7781,1.1390,0.3005,-0.2120,0.0624,0.0053,9.7476,1.4016,0.2390,-0.3015
0.6677,-0.0631,-0.0063,-0.0273,1.2016,0.0000,0.0000,-6.0534,1.2632,-0.0000,1500,1500,0.0000,-0.0286,-0.0702,9.7111,1.0932,0.2318,-0.2655,0.0408,-0.0210,9.7596,1.3100,0.4069,0.1260
0.6859,-0.0408,-0.0063,-0.0295,1.4688,0.0000,0.0000,-3.9152,0.8170,-0.0000,1500,1500,0.0000,0.0264,-0.0319,9.7494,1.3757,0.2776,0.0094,0.0408,0.0053,9.8195,1.5619,0.3306,-0.2481
0.7040,0.0146,-0.0054,-0.0304,1.5452,0.0000,0.0000,1.4006,-0.2923,0.0000,1500,1500,0.0000,0.0240,0.1262,9.8739,1.4139,0.2776,0.0628,-0.0190,-0.0426,9.7811,1.6765,0.3306,-0.1565
0.7222,0.0362,0.0109,-0.0294,1.6673,0.0000,0.0000,3.4715,-0.7244,0.0000,1500,1500,0.0000,-0.0406,-0.0390,9.8548,1.6505,0.3616,0.0399,0.0049,-0.0234,9.7141,1.6841,0.4832,0.0649
0.7404,0.0684,0.0301,-0.0293,1.6749,0.0000,0.0000,6.5637,-1.3697,0.0000,1500,1500,0.0000,-0.0550,0.0136,9.8188,1.5436,0.5219,-0.1052,0.0001,0.0795,9.7357,1.8062,0.3840,0.1107
0.7585,0.0984,0.0372,-0.0295,1.5566,0.0000,0.0000,9.4390,-1.9697,0.0000,1500,1500,0.0000,-0.0023,0.0208,9.8595,1.5818,0.5906,0.0017,-0.0190,-0.0090,9.8362,1.5314,0.2542,-0.0267
0.7767,0.1562,0.0483,-0.0294,1.5223,0.0000,0.0000,14.9804,-3.1260,0.0000,1500,1500,0.0000,-0.0214,0.1597,9.7303,1.4597,0.5830,0.0246,-0.0310,0.0365,9.8314,1.5848,0.2695,-0.0115
0.7948,0.2056,0.0533,-0.0274,1.4039,0.0000,0.0000,19.7168,-4.1144,0.0000,1500,1500,0.0000,0.0001,0.1429,9.8332,1.3757,0.3463,0.0399,0.1079,-0.0019,9.7620,1.4322,0.4603,0.1718
0.8131,0.2206,0.0699,-0.0278,1.5528,0.0000,0.0000,21.1580,-4.4151,0.0000,1500,1500,0.0000,-0.0526,-0.0271,9.7997,1.3528,0.4379,-0.0899,-0.0238,-0.0354,9.7548,1.7528,0.3764,0.0496
0.8314,0.2402,0.0808,-0.0275,1.6635,0.0000,0.0000,23.0370,-4.8073,0.0000,1500,1500,0.0000,-0.0071,-0.0127,9.8835,1.6352,0.6364,0.0246,-0.1435,-0.0354,9.7620,1.6917,0.5977,0.0038
0.8497,0.2646,0.0795,-0.0274,2.7474,0.0000,0.0000,25.3736,-5.2948,0.0000,1500,1500,0.0000,0.0264,-0.0845,9.7829,1.7497,0.4685,0.0017,-0.0142,0.1657,9.8314,3.7452,0.3153,0.0115
0.8680,0.2937,0.0917,-0.0283,2.1024,0.0000,0.0000,28.1656,-5.8775,0.0000,1500,1500,0.0000,-0.0286,0.0040,9.7805,1.9024,0.5982,0.0857,-0.1507,-0.1311,9.7644,2.3024,0.3229,-0.1870
0.8862,0.3133,0.1006,-0.0288,2.3085,0.0000,0.0000,30.0399,-6.2686,0.0000,1500,1500,0.0000,-0.0238,-0.0558,9.7901,2.1390,0.4761,-0.0059,0.0791,-0.0210,9.7548,2.4780,0.3611,-0.0573
0.9045,0.3495,0.1055,-0.0301,2.4192,0.0000,0.0000,33.5111,-6.9929,0.0000,1500,1500,0.0000,0.0240,0.0160,9.7303,2.2383,0.7738,-0.1433,-0.0286,0.0005,9.8051,2.6001,0.7046,0.0038
0.9226,0.3931,0.1273,-0.0312,2.4688,0.0000,0.0000,37.6927,-7.8655,0.0000,1500,1500,0.0000,-0.0645,0.0543,9.8428,2.3833,0.6593,-0.0746,-0.0813,0.0436,9.7620,2.5543,0.6512,-0.0573
0.9408,0.4375,0.1343,-0.0355,2.6482,0.0000,0.0000,41.9516,-8.7542,0.0000,1500,1500,0.0000,-0.0190,0.0495,9.8093,2.5894,0.5524,-0.2960,-0.0621,0.0508,9.7045,2.7070,0.2619,-0.1794
0.9590,0.4772,0.1870,-0.0393,2.6253,0.0000,0.0000,45.7548,-9.5479,0.0000,1500,1500,0.0000,-0.2393,0.0376,9.8188,2.5971,0.2471,-0.1281,-0.1100,0.0269,9.8075,2.6535,0.5672,-0.3015
0.9771,0.5349,0.2000,-0.0422,2.8581,0.0000,0.0000,51.2948,-10.7039,0.0000,1500,1500,0.0000,-0.0526,0.1118,9.9242,2.6963,0.3540,-0.2197,-0.1028,0.0987,9.8027,3.0200,0.5901,-0.1107
0.9953,0.5891,0.2140,-0.0427,3.2169,0.0000,0.0000,56.4938,-11.7888,0.0000,1500,1500,0.0000,-0.0693,0.0711,9.7829,3.1925,0.4608,-0.0899,-0.0478,0.0676,9.7189,3.2413,0.2619,0.0267
1.0134,0.6368,0.2299,-0.0432,3.3772,0.0000,0.0000,61.0649,-12.7427,0.0000,1500,1500,0.0000,-0.0741,0.0352,9.7901,3.3757,0.5982,0.0323,-0.0573,0.1011,9.7859,3.3787,0.2771,-0.0878
1.0316,0.7001,0.2447,-0.0426,3.8123,0.0000,0.0000,67.1370,-14.0098,0.0000,1500,1500,0.0000,-0.0669,0.0831,9.9194,3.7039,0.4608,-0.0823,-0.0741,0.0484,9.8530,3.9207,0.5443,0.1336
1.0498,0.7731,0.2598,-0.0393,4.0719,0.0000,0.0000,74.1289,-15.4688,0.0000,1500,1500,0.0000,-0.0693,0.1142,9.7111,3.9482,0.5677,0.1926,-0.0837,0.0843,9.8075,4.1955,0.4374,0.1641
1.0679,0.8436,0.3008,-0.0365,4.3390,0.0221,0.0813,80.7020,-16.8812,0.0000,1500,1500,0.0000,-0.1914,0.0926,9.7805,4.2306,0.5601,0.1544,-0.1938,0.1490,9.7237,4.4474,0.5138,0.1336
1.0860,0.9335,0.3231,-0.0309,4.3276,0.1083,0.3179,88.7468,-18.6784,0.0000,1500,1500,0.0000,-0.1196,0.1980,9.8045,4.0856,0.4990,0.2994,-0.0526,0.1777,9.5369,4.5696,0.4145,0.3015
