timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,temp
2025-10-20T13:54:00.209332,2.2748091603053435,-1.0916030534351144,3.946564885496183,0.59376201171875,0.1149216796875,9.631873278808593,24.859411764705882
2025-10-20T13:54:00.226424,2.236641221374046,-0.9236641221374046,3.954198473282443,0.6177040283203125,0.16041151123046873,9.756371765136718,24.81235294117647
2025-10-20T13:54:00.243498,1.717557251908397,-0.48091603053435117,4.0534351145038165,0.6943184814453125,0.0430956298828125,10.043675964355469,24.859411764705882
2025-10-20T13:54:00.260390,1.0,0.2748091603053435,4.213740458015267,0.5243301635742187,0.19871873779296872,9.648632690429688,24.859411764705882
2025-10-20T13:54:00.277263,0.7099236641221374,0.8396946564885496,4.137404580152672,0.5147533569335937,0.09337386474609374,9.459490759277344,24.859411764705882
2025-10-20T13:54:00.294118,0.1984732824427481,1.3358778625954197,4.259541984732825,0.5506663818359374,0.04548983154296875,9.720458740234374,24.76529411764706
2025-10-20T13:54:00.310954,-0.25190839694656486,2.4198473282442747,4.282442748091603,0.6488286499023437,0.2537853759765625,9.64623848876953,24.859411764705882
2025-10-20T13:54:00.327790,-0.9541984732824428,2.9083969465648853,4.2748091603053435,0.5147533569335937,0.19393033447265623,9.45470235595703,24.76529411764706
2025-10-20T13:54:00.344605,-1.5572519083969465,3.4656488549618323,4.061068702290076,0.7038952880859375,0.30406361083984373,9.497797985839844,24.859411764705882
2025-10-20T13:54:00.361416,-1.5114503816793894,3.5877862595419847,4.206106870229007,0.48123453369140623,0.10295067138671875,9.686939916992188,24.81235294117647
2025-10-20T13:54:00.378269,-2.145038167938931,3.8931297709923665,4.198473282442748,0.5219359619140624,0.1484405029296875,9.358934289550781,24.81235294117647
2025-10-20T13:54:00.395131,-2.5801526717557253,3.66412213740458,4.213740458015267,0.5865794067382812,0.12210428466796874,9.418789331054686,24.81235294117647
2025-10-20T13:54:00.411981,-2.648854961832061,4.068702290076335,4.198473282442748,0.5961562133789062,0.105344873046875,9.469067565917967,24.81235294117647
2025-10-20T13:54:00.428831,-2.7786259541984735,4.305343511450381,4.198473282442748,0.507570751953125,0.06703764648437499,9.327809667968749,24.81235294117647
2025-10-20T13:54:00.445682,-2.984732824427481,4.6106870229007635,4.083969465648855,0.5674257934570313,0.0718260498046875,9.282319836425781,24.906470588235294
2025-10-20T13:54:00.462527,-3.145038167938931,4.816793893129771,4.290076335877862,0.48123453369140623,0.01915361328125,9.244012609863281,24.81235294117647
2025-10-20T13:54:00.479385,-2.885496183206107,4.473282442748092,4.030534351145038,0.5219359619140624,0.08140285644531249,9.188945971679686,24.906470588235294
2025-10-20T13:54:00.496222,-2.732824427480916,4.3893129770992365,4.076335877862595,0.47165772705078124,0.08140285644531249,9.176974963378905,24.81235294117647
2025-10-20T13:54:00.513073,-2.7022900763358777,4.061068702290076,4.106870229007634,0.49799394531249996,-0.13168109130859373,9.210493786621093,24.906470588235294
2025-10-20T13:54:00.529917,-2.267175572519084,3.732824427480916,5.847328244274809,0.4955997436523437,-0.03591302490234375,9.069235888671875,24.81235294117647
