文件,综合稳定性得分,angle_steadiness,angular_velocity_steadiness,consistency,smoothness,low_freq_dominance,high_freq_suppression,local_stability,stability_consistency
on_wavy_human2imu_simple_20251020_144122,0.44666356386003725,0.09440634344208082,0.042188007102108585,0.22939035071641364,0.04838706268316425,0.6675823650292384,0.9510671461175416,0.12429456473687372,0.9585651738874164
on_wavy_human1imu_simple_20251020_143412,0.44535527663464325,0.07755598790566243,0.04885488096276895,0.21222685280975523,0.046106830423467145,0.6619948091208417,0.9570722743352952,0.1211262275209529,0.9723454985194293
off_wavy_human1imu_simple_20251020_143951,0.4429248331375877,0.11518903922406291,0.046636157663445914,0.35000764741957113,0.04748817954346419,0.5056810246445412,0.9711118725472035,0.14598686926807278,0.9571717718904044
