文件,综合稳定性得分,angle_steadiness,angular_velocity_steadiness,consistency,smoothness,low_freq_dominance,high_freq_suppression,local_stability,stability_consistency
on_1imu_simple_20251020_135707,0.3716775866620836,0.17263925666251848,0.05535461627709202,0.23194142124214961,0.043894297198302616,0.20582624916548214,0.7929273167225325,0.20123389839620884,0.9419767192096253
off_1imu_simple_20251020_135400,0.3375338794135312,0.14839309100638043,0.038095637664423275,0.24277603694657943,0.02242384962127312,0.030494967951731587,0.8141112947004341,0.2151564735873018,0.8893373830249698
