文件,综合稳定性得分,angle_steadiness,angular_velocity_steadiness,consistency,smoothness,low_freq_dominance,high_freq_suppression,local_stability,stability_consistency
off_human_wyimu_simple_20251020_163233,0.46553459660480634,0.08120218699374769,0.04501009557355868,0.3820983154103811,0.11386940004970272,0.6125606186177228,0.9932351480335265,0.11701826233518567,0.9659632830273474
on_human_wyimu_simple_20251020_162957,0.44556787302162354,0.06898229173576036,0.044865637935422975,0.23684174066684774,0.04696326669820717,0.6529285763554595,0.9797323441820835,0.10467005103477481,0.9680195572143468
